id,uuid,title,settings,setting,_lft,_rgt,created_at,updated_at,extra_attributes,tenant_id
1980,e4bdef86-9793-4dd4-8b9f-3bd711be7771,01462072,[],[],3905,3906,2021-03-25 17:00:40,2021-04-24 13:10:30,"{""dept"": ""QA"", ""name"": ""Madeline Swift"", ""shift"": ""Night"", ""title"": ""01462072"", ""supvid"": ""00185180"", ""daytype"": ""Regular"", ""job cat"": ""IL"", ""category"": ""M2"", ""supvname"": ""Lisa Yu Siew Hong"", ""workcell"": ""KEYSIGHT"", ""costcenter"": ""710245"", ""department"": ""QA00"", ""shiftgroup"": ""G27""}",56
1979,ad69bb26-3025-4c47-ac79-cb356ad5ec5c,01438735,[],[],3903,3904,2021-03-25 17:00:40,2021-04-24 13:10:30,"{""dept"": ""QA"", ""name"": ""Raina Hintz"", ""shift"": ""Normal"", ""title"": ""01438735"", ""supvid"": ""01705139"", ""daytype"": ""Regular"", ""job cat"": ""IL"", ""category"": ""M2"", ""supvname"": ""Lim Cheng Wai"", ""workcell"": ""KEYSIGHT"", ""costcenter"": ""710245"", ""department"": ""QA00"", ""shiftgroup"": ""G00""}",56
1978,9b0c1282-d8fc-4ca3-8295-ac296933622d,01391919,[],[],3901,3902,2021-03-25 17:00:40,2021-04-24 13:10:30,"{""dept"": ""QA"", ""name"": ""Brady Rogahn"", ""shift"": ""Normal"", ""title"": ""01391919"", ""supvid"": ""01705139"", ""daytype"": ""Regular"", ""job cat"": ""IL"", ""category"": ""M2"", ""supvname"": ""Lim Cheng Wai"", ""workcell"": ""KEYSIGHT"", ""costcenter"": ""710245"", ""department"": ""QA00"", ""shiftgroup"": ""G00""}",56
1977,78308ab9-74dc-4581-953a-971826e1bb3b,01375132,[],[],3899,3900,2021-03-25 17:00:40,2021-04-24 13:10:30,"{""dept"": ""QA"", ""name"": ""Adeline Goodwin"", ""shift"": ""Morning"", ""title"": ""01375132"", ""supvid"": ""01404584"", ""daytype"": ""Regular"", ""job cat"": ""IL"", ""category"": ""M2"", ""supvname"": ""Jonas Antonio Encarnacion Bautista"", ""workcell"": ""KEYSIGHT"", ""costcenter"": ""710245"", ""department"": ""QA00"", ""shiftgroup"": ""G47""}",56
1976,4389966e-861d-40e8-ad96-6cb46643a42e,01318984,[],[],3897,3898,2021-03-25 17:00:40,2021-04-24 13:10:30,"{""dept"": ""QA"", ""name"": ""Alexis Orn"", ""shift"": ""Morning"", ""title"": ""01318984"", ""supvid"": ""01404584"", ""daytype"": ""Regular"", ""job cat"": ""IL"", ""category"": ""M2"", ""supvname"": ""Jonas Antonio Encarnacion Bautista"", ""workcell"": ""KEYSIGHT"", ""costcenter"": ""710245"", ""department"": ""QA00"", ""shiftgroup"": ""G47""}",56
1975,a12adcf2-c132-400b-af86-9b1fbdbdd5a5,01301948,[],[],3895,3896,2021-03-25 17:00:39,2021-04-24 13:10:30,"{""dept"": ""QA"", ""name"": ""Birdie Hodkiewicz"", ""shift"": ""Morning"", ""title"": ""01301948"", ""supvid"": ""00185180"", ""daytype"": ""Regular"", ""job cat"": ""IL"", ""category"": ""M2"", ""supvname"": ""Lisa Yu Siew Hong"", ""workcell"": ""KEYSIGHT"", ""costcenter"": ""710245"", ""department"": ""QA00"", ""shiftgroup"": ""G26""}",56
1974,f03c34d2-e6c9-4de3-b583-06d34db2539a,00138661,[],[],3893,3894,2021-03-25 17:00:39,2021-04-24 13:10:30,"{""dept"": ""QA"", ""name"": ""Sydney Smitham"", ""shift"": ""Morning"", ""title"": ""00138661"", ""supvid"": ""00185180"", ""daytype"": ""Regular"", ""job cat"": ""IL"", ""category"": ""M2"", ""supvname"": ""Lisa Yu Siew Hong"", ""workcell"": ""KEYSIGHT"", ""costcenter"": ""710245"", ""department"": ""QA00"", ""shiftgroup"": ""G26""}",56
1973,4e8bc992-c523-4290-8c41-8e804455e3dc,00028838,[],[],3891,3892,2021-03-25 17:00:39,2021-04-24 13:10:30,"{""dept"": ""QA"", ""name"": ""Jayme Muller"", ""shift"": ""Group 2"", ""title"": ""00028838"", ""supvid"": ""01404584"", ""daytype"": ""Regular"", ""job cat"": ""IL"", ""category"": ""M2"", ""supvname"": ""Jonas Antonio Encarnacion Bautista"", ""workcell"": ""KEYSIGHT"", ""costcenter"": ""710245"", ""department"": ""QA00"", ""shiftgroup"": ""G61""}",56
1972,f8fd2255-f1a4-4fba-8c95-b1bc188b2784,01063284,[],[],3889,3890,2021-03-25 17:00:39,2021-04-24 13:10:30,"{""dept"": ""MFG"", ""name"": ""Verla Pfeffer"", ""shift"": ""Morning"", ""title"": ""01063284"", ""supvid"": ""00055088"", ""daytype"": ""Regular"", ""job cat"": ""DL"", ""category"": ""M0"", ""supvname"": ""Chu Kheng Soon"", ""workcell"": ""KEYSIGHT"", ""costcenter"": ""722003"", ""department"": ""MF00"", ""shiftgroup"": ""G47""}",56
1971,c39ac633-bb57-4a8c-85f6-7ff94b36afc7,WHL00192,[],[],3887,3888,2021-03-25 17:00:39,2021-04-24 13:10:30,"{""dept"": ""MFG"", ""name"": ""Melvin Mueller"", ""shift"": ""Morning"", ""title"": ""WHL00192"", ""supvid"": ""00138239"", ""daytype"": ""Regular"", ""job cat"": ""DL"", ""category"": ""XA"", ""supvname"": ""Asmady Bin Che Ani"", ""workcell"": ""KEYSIGHT"", ""costcenter"": ""722003"", ""department"": ""MF00"", ""shiftgroup"": ""G26.C""}",56
1970,33769b77-90d5-46c1-be8f-af84dc0a29c9,WHL00191,[],[],3885,3886,2021-03-25 17:00:39,2021-04-24 13:10:30,"{""dept"": ""MFG"", ""name"": ""Augustus Goldner"", ""shift"": ""Morning"", ""title"": ""WHL00191"", ""supvid"": ""00030414"", ""daytype"": ""Regular"", ""job cat"": ""DL"", ""category"": ""XA"", ""supvname"": ""Zuriati Binti Ahmad Sofi"", ""workcell"": ""KEYSIGHT"", ""costcenter"": ""722003"", ""department"": ""MF00"", ""shiftgroup"": ""G26.C""}",56
1969,b6e0617b-6d6b-441e-b8b3-720d06d86981,WHL00188,[],[],3883,3884,2021-03-25 17:00:39,2021-04-24 13:10:30,"{""dept"": ""MFG"", ""name"": ""Raheem Bergnaum"", ""shift"": ""Morning"", ""title"": ""WHL00188"", ""supvid"": ""00030414"", ""daytype"": ""Regular"", ""job cat"": ""DL"", ""category"": ""XA"", ""supvname"": ""Zuriati Binti Ahmad Sofi"", ""workcell"": ""KEYSIGHT"", ""costcenter"": ""722003"", ""department"": ""MF00"", ""shiftgroup"": ""G26.C""}",56
1968,7e26556f-3b3d-4e36-9e28-cbf34ea6affe,WHL00150,[],[],3881,3882,2021-03-25 17:00:39,2021-04-24 13:10:30,"{""dept"": ""MFG"", ""name"": ""Domenico Weissnat"", ""shift"": ""Morning"", ""title"": ""WHL00150"", ""supvid"": ""00030462"", ""daytype"": ""Regular"", ""job cat"": ""DL"", ""category"": ""XA"", ""supvname"": ""Mohd Husaini Gooi Bin Abdullah"", ""workcell"": ""KEYSIGHT"", ""costcenter"": ""712008"", ""department"": ""MF00"", ""shiftgroup"": ""G26.C""}",56
1967,0ef4d109-8465-437f-9f85-fb70c2079d04,WHL00030,[],[],3879,3880,2021-03-25 17:00:39,2021-04-24 13:10:30,"{""dept"": ""MFG"", ""name"": ""Jocelyn Hauck"", ""shift"": ""Night"", ""title"": ""WHL00030"", ""supvid"": ""01326122"", ""daytype"": ""Regular"", ""job cat"": ""DL"", ""category"": ""XA"", ""supvname"": ""Vinoshraj A/L Krishnan"", ""workcell"": ""KEYSIGHT"", ""costcenter"": ""712008"", ""department"": ""MF00"", ""shiftgroup"": ""G27.C""}",56
1966,065f82fd-37c6-4793-a0cf-76c3a6809281,WHL00027,[],[],3877,3878,2021-03-25 17:00:39,2021-04-24 13:10:30,"{""dept"": ""MFG"", ""name"": ""Beau Zulauf"", ""shift"": ""Group 3"", ""title"": ""WHL00027"", ""supvid"": ""00029246"", ""daytype"": ""Regular"", ""job cat"": ""DL"", ""category"": ""XA"", ""supvname"": ""Nor Azizah Binti Jamalludin"", ""workcell"": ""KEYSIGHT"", ""costcenter"": ""712008"", ""department"": ""MF00"", ""shiftgroup"": ""G62.C""}",56
1965,9af29e1f-159c-4979-9344-153676621886,UML00039,[],[],3875,3876,2021-03-25 17:00:39,2021-04-24 13:10:30,"{""dept"": ""MFG"", ""name"": ""Laisha Bogisich"", ""shift"": ""Morning"", ""title"": ""UML00039"", ""supvid"": ""01392030"", ""daytype"": ""Regular"", ""job cat"": ""DL"", ""category"": ""XA"", ""supvname"": ""Vigneshweri A/P Krishna"", ""workcell"": ""KEYSIGHT"", ""costcenter"": ""722003"", ""department"": ""MF00"", ""shiftgroup"": ""G26.C""}",56
1964,9cdb5bd9-8922-44e0-8ead-15b62d8a29e5,RPL01386,[],[],3873,3874,2021-03-25 17:00:39,2021-04-24 13:10:30,"{""dept"": ""MFG"", ""name"": ""Lia Harris"", ""shift"": ""Morning"", ""title"": ""RPL01386"", ""supvid"": ""00031138"", ""daytype"": ""Regular"", ""job cat"": ""DL"", ""category"": ""XA"", ""supvname"": ""Wong Tai Yih"", ""workcell"": ""KEYSIGHT"", ""costcenter"": ""722003"", ""department"": ""MF04"", ""shiftgroup"": ""G26.C""}",56
1963,e2cbf4e5-d4aa-454a-b6e4-880837715db6,RPL01303,[],[],3871,3872,2021-03-25 17:00:39,2021-04-24 13:10:30,"{""dept"": ""MFG"", ""name"": ""Sandra Dooley"", ""shift"": ""Morning"", ""title"": ""RPL01303"", ""supvid"": ""01639126"", ""daytype"": ""Regular"", ""job cat"": ""DL"", ""category"": ""XA"", ""supvname"": ""Syaffiq Ahmad Bin Mohd Hussain"", ""workcell"": ""KEYSIGHT"", ""costcenter"": ""712008"", ""department"": ""MF00"", ""shiftgroup"": ""G26.C""}",56
1962,591a1b5d-e822-411f-8331-94cda3105762,RPL01262,[],[],3869,3870,2021-03-25 17:00:39,2021-04-24 13:10:30,"{""dept"": ""MFG"", ""name"": ""Edyth Ebert"", ""shift"": ""Morning"", ""title"": ""RPL01262"", ""supvid"": ""01639126"", ""daytype"": ""Regular"", ""job cat"": ""DL"", ""category"": ""XA"", ""supvname"": ""Syaffiq Ahmad Bin Mohd Hussain"", ""workcell"": ""KEYSIGHT"", ""costcenter"": ""712008"", ""department"": ""MF00"", ""shiftgroup"": ""G26.C""}",56
1961,3cf58335-2b08-41ea-92a0-3132b96fa184,RPL01255,[],[],3867,3868,2021-03-25 17:00:39,2021-04-24 13:10:30,"{""dept"": ""MFG"", ""name"": ""Adan Rohan"", ""shift"": ""Morning"", ""title"": ""RPL01255"", ""supvid"": ""00030462"", ""daytype"": ""Regular"", ""job cat"": ""DL"", ""category"": ""XA"", ""supvname"": ""Mohd Husaini Gooi Bin Abdullah"", ""workcell"": ""KEYSIGHT"", ""costcenter"": ""712008"", ""department"": ""MF00"", ""shiftgroup"": ""G26.C""}",56
1960,af9e2c49-e29e-43af-a724-7f86489e5927,RPL01252,[],[],3865,3866,2021-03-25 17:00:39,2021-04-24 13:10:30,"{""dept"": ""MFG"", ""name"": ""Sydney Bode"", ""shift"": ""Morning"", ""title"": ""RPL01252"", ""supvid"": ""00030462"", ""daytype"": ""Regular"", ""job cat"": ""DL"", ""category"": ""XA"", ""supvname"": ""Mohd Husaini Gooi Bin Abdullah"", ""workcell"": ""KEYSIGHT"", ""costcenter"": ""712008"", ""department"": ""MF00"", ""shiftgroup"": ""G26.C""}",56
1959,2c57bedd-b7a1-4a18-99dd-d43f81c754c0,RPL01250,[],[],3863,3864,2021-03-25 17:00:39,2021-04-24 13:10:30,"{""dept"": ""MFG"", ""name"": ""Buster Kshlerin"", ""shift"": ""Morning"", ""title"": ""RPL01250"", ""supvid"": ""00030462"", ""daytype"": ""Regular"", ""job cat"": ""DL"", ""category"": ""XA"", ""supvname"": ""Mohd Husaini Gooi Bin Abdullah"", ""workcell"": ""KEYSIGHT"", ""costcenter"": ""712008"", ""department"": ""MF00"", ""shiftgroup"": ""G26.C""}",56
1958,e43aa587-1750-4b40-8a62-7bd0c2a4981f,RPL01183,[],[],3861,3862,2021-03-25 17:00:38,2021-04-24 13:10:30,"{""dept"": ""MFG"", ""name"": ""Imogene Gleason"", ""shift"": ""Group 3"", ""title"": ""RPL01183"", ""supvid"": ""00028871"", ""daytype"": ""Regular"", ""job cat"": ""DL"", ""category"": ""XA"", ""supvname"": ""Thamayanthi A/P Subramaniam"", ""workcell"": ""KEYSIGHT"", ""costcenter"": ""712008"", ""department"": ""MF00"", ""shiftgroup"": ""G62.C""}",56
1957,f79dc633-ccb4-485f-953b-1ff204b7889f,RPL01182,[],[],3859,3860,2021-03-25 17:00:38,2021-04-24 13:10:30,"{""dept"": ""MFG"", ""name"": ""Stanley Breitenberg"", ""shift"": ""Morning"", ""title"": ""RPL01182"", ""supvid"": ""00031231"", ""daytype"": ""Regular"", ""job cat"": ""DL"", ""category"": ""XA"", ""supvname"": ""Mohd Fairus Bin Yahaya"", ""workcell"": ""KEYSIGHT"", ""costcenter"": ""712008"", ""department"": ""MF00"", ""shiftgroup"": ""G26.C""}",56
1956,401b20cd-eeb0-448b-b41c-fe167b4fc990,RPL01065,[],[],3857,3858,2021-03-25 17:00:38,2021-04-24 13:10:30,"{""dept"": ""MFG"", ""name"": ""Brandt Lind"", ""shift"": ""Night"", ""title"": ""RPL01065"", ""supvid"": ""01324248"", ""daytype"": ""Regular"", ""job cat"": ""DL"", ""category"": ""XA"", ""supvname"": ""Abdul Rahman Bin Mohamad Yusub"", ""workcell"": ""KEYSIGHT"", ""costcenter"": ""712008"", ""department"": ""MF00"", ""shiftgroup"": ""G27.C""}",56
1955,72188a0a-563b-4da1-9832-b49522b61a68,RPL01063,[],[],3855,3856,2021-03-25 17:00:38,2021-04-24 13:10:30,"{""dept"": ""MFG"", ""name"": ""Edmund Jones"", ""shift"": ""Group 3"", ""title"": ""RPL01063"", ""supvid"": ""01324248"", ""daytype"": ""Regular"", ""job cat"": ""DL"", ""category"": ""XA"", ""supvname"": ""Abdul Rahman Bin Mohamad Yusub"", ""workcell"": ""KEYSIGHT"", ""costcenter"": ""712008"", ""department"": ""MF00"", ""shiftgroup"": ""G62.C""}",56
1954,043d53e6-8c3e-4a98-b1f8-7492a9821b08,RPL01049,[],[],3853,3854,2021-03-25 17:00:38,2021-04-24 13:10:30,"{""dept"": ""MFG"", ""name"": ""Corbin Wuckert"", ""shift"": ""Group 3"", ""title"": ""RPL01049"", ""supvid"": ""01404732"", ""daytype"": ""Regular"", ""job cat"": ""DL"", ""category"": ""XA"", ""supvname"": ""Badariah Binti Abdul Aziz"", ""workcell"": ""KEYSIGHT"", ""costcenter"": ""712008"", ""department"": ""MF00"", ""shiftgroup"": ""G62.C""}",56
1953,224c3f96-86dc-44f4-a426-b305260dd61b,RPL01046,[],[],3851,3852,2021-03-25 17:00:38,2021-04-24 13:10:30,"{""dept"": ""MFG"", ""name"": ""Meggie Leannon"", ""shift"": ""Group 2"", ""title"": ""RPL01046"", ""supvid"": ""01532423"", ""daytype"": ""Regular"", ""job cat"": ""DL"", ""category"": ""XA"", ""supvname"": ""Sanita Binti Jauhari Ponnambalam"", ""workcell"": ""KEYSIGHT"", ""costcenter"": ""712008"", ""department"": ""MF00"", ""shiftgroup"": ""G61.C""}",56
1952,adde7640-df6c-47ba-9812-40dc44bcde32,RPL01042,[],[],3849,3850,2021-03-25 17:00:38,2021-04-24 13:10:30,"{""dept"": ""MFG"", ""name"": ""Thea Stroman"", ""shift"": ""Group 2"", ""title"": ""RPL01042"", ""supvid"": ""01532423"", ""daytype"": ""Regular"", ""job cat"": ""DL"", ""category"": ""XA"", ""supvname"": ""Sanita Binti Jauhari Ponnambalam"", ""workcell"": ""KEYSIGHT"", ""costcenter"": ""712008"", ""department"": ""MF00"", ""shiftgroup"": ""G61.C""}",56
1951,70286ff7-c9b8-4834-9b47-8271c2f5d0b6,RPL01041,[],[],3847,3848,2021-03-25 17:00:38,2021-04-24 13:10:30,"{""dept"": ""MFG"", ""name"": ""Humberto Hane"", ""shift"": ""Group 2"", ""title"": ""RPL01041"", ""supvid"": ""00090340"", ""daytype"": ""Regular"", ""job cat"": ""DL"", ""category"": ""XA"", ""supvname"": ""Mohamad Sobri Bin Daud"", ""workcell"": ""KEYSIGHT"", ""costcenter"": ""712008"", ""department"": ""MF00"", ""shiftgroup"": ""G61.C""}",56
1950,c7d0e51d-0537-4d91-b37c-4916f11d0c4f,ODL00399,[],[],3845,3846,2021-03-25 17:00:38,2021-04-24 13:10:30,"{""dept"": ""MFG"", ""name"": ""Eveline Gleichner"", ""shift"": ""Morning"", ""title"": ""ODL00399"", ""supvid"": ""01639126"", ""daytype"": ""Regular"", ""job cat"": ""DL"", ""category"": ""XA"", ""supvname"": ""Syaffiq Ahmad Bin Mohd Hussain"", ""workcell"": ""KEYSIGHT"", ""costcenter"": ""712008"", ""department"": ""MF00"", ""shiftgroup"": ""G26.C""}",56
1949,664539ca-bffe-4a86-ac88-6b520e3683ca,ODL00371,[],[],3843,3844,2021-03-25 17:00:38,2021-04-24 13:10:30,"{""dept"": ""MFG"", ""name"": ""River Bauch"", ""shift"": ""Morning"", ""title"": ""ODL00371"", ""supvid"": ""00030414"", ""daytype"": ""Regular"", ""job cat"": ""DL"", ""category"": ""XA"", ""supvname"": ""Zuriati Binti Ahmad Sofi"", ""workcell"": ""KEYSIGHT"", ""costcenter"": ""712008"", ""department"": ""MF00"", ""shiftgroup"": ""G26.C""}",56
1948,52685f72-02fe-4bbb-871f-0516b6ec3eea,ODL00338,[],[],3841,3842,2021-03-25 17:00:38,2021-04-24 13:10:30,"{""dept"": ""MFG"", ""name"": ""Hortense Hyatt"", ""shift"": ""Group 2"", ""title"": ""ODL00338"", ""supvid"": ""00028871"", ""daytype"": ""Regular"", ""job cat"": ""DL"", ""category"": ""XA"", ""supvname"": ""Thamayanthi A/P Subramaniam"", ""workcell"": ""KEYSIGHT"", ""costcenter"": ""712008"", ""department"": ""MF00"", ""shiftgroup"": ""G61.C""}",56
1947,d12a22b9-a108-4693-870c-9b99a5816b8f,NML03173,[],[],3839,3840,2021-03-25 17:00:38,2021-04-24 13:10:30,"{""dept"": ""MFG"", ""name"": ""Haven Collins"", ""shift"": ""Morning"", ""title"": ""NML03173"", ""supvid"": ""00030414"", ""daytype"": ""Regular"", ""job cat"": ""DL"", ""category"": ""XA"", ""supvname"": ""Zuriati Binti Ahmad Sofi"", ""workcell"": ""KEYSIGHT"", ""costcenter"": ""722003"", ""department"": ""MF00"", ""shiftgroup"": ""G26.C""}",56
1946,d5e7596f-d902-4378-a5ee-0b0b648acd62,NML03142,[],[],3837,3838,2021-03-25 17:00:38,2021-04-24 13:10:30,"{""dept"": ""MFG"", ""name"": ""Perry Kassulke"", ""shift"": ""Group 2"", ""title"": ""NML03142"", ""supvid"": ""00028871"", ""daytype"": ""Regular"", ""job cat"": ""DL"", ""category"": ""XA"", ""supvname"": ""Thamayanthi A/P Subramaniam"", ""workcell"": ""KEYSIGHT"", ""costcenter"": ""712008"", ""department"": ""MF00"", ""shiftgroup"": ""G61.C""}",56
1945,7fdbe88a-49dd-419c-9508-35da9cf1667a,NML03134,[],[],3835,3836,2021-03-25 17:00:38,2021-04-24 13:10:30,"{""dept"": ""MFG"", ""name"": ""Patrick Dietrich"", ""shift"": ""Morning"", ""title"": ""NML03134"", ""supvid"": ""00030462"", ""daytype"": ""Regular"", ""job cat"": ""DL"", ""category"": ""XA"", ""supvname"": ""Mohd Husaini Gooi Bin Abdullah"", ""workcell"": ""KEYSIGHT"", ""costcenter"": ""712008"", ""department"": ""MF04"", ""shiftgroup"": ""G26.C""}",56
1944,d19af99c-82df-489c-b33c-ab661f2f38c5,NML03115,[],[],3833,3834,2021-03-25 17:00:38,2021-04-24 13:10:30,"{""dept"": ""MFG"", ""name"": ""Olga Ullrich"", ""shift"": ""Night"", ""title"": ""NML03115"", ""supvid"": ""00031138"", ""daytype"": ""Regular"", ""job cat"": ""DL"", ""category"": ""XA"", ""supvname"": ""Wong Tai Yih"", ""workcell"": ""KEYSIGHT"", ""costcenter"": ""712008"", ""department"": ""MF04"", ""shiftgroup"": ""G27.C""}",56
1943,f2b6a908-4a4d-4ba8-a581-84bb97e7490a,NML03100,[],[],3831,3832,2021-03-25 17:00:38,2021-04-24 13:10:30,"{""dept"": ""MFG"", ""name"": ""Rachael Koelpin"", ""shift"": ""Morning"", ""title"": ""NML03100"", ""supvid"": ""00031513"", ""daytype"": ""Regular"", ""job cat"": ""DL"", ""category"": ""XA"", ""supvname"": ""Suresh A/L Muniandy"", ""workcell"": ""KEYSIGHT"", ""costcenter"": ""712008"", ""department"": ""MF00"", ""shiftgroup"": ""G26.C""}",56
1942,9d0c9660-05f2-4e9d-b5fa-989f6624bb48,NML03099,[],[],3829,3830,2021-03-25 17:00:38,2021-04-24 13:10:30,"{""dept"": ""MFG"", ""name"": ""Felton Renner"", ""shift"": ""Morning"", ""title"": ""NML03099"", ""supvid"": ""01392030"", ""daytype"": ""Regular"", ""job cat"": ""DL"", ""category"": ""XA"", ""supvname"": ""Vigneshweri A/P Krishna"", ""workcell"": ""KEYSIGHT"", ""costcenter"": ""712008"", ""department"": ""MF00"", ""shiftgroup"": ""G26.C""}",56
1941,c88984a7-437b-44fb-a14d-4dd22ba1549a,NML02970,[],[],3827,3828,2021-03-25 17:00:37,2021-04-24 13:10:30,"{""dept"": ""MFG"", ""name"": ""Abel Steuber"", ""shift"": ""Night"", ""title"": ""NML02970"", ""supvid"": ""01324248"", ""daytype"": ""Regular"", ""job cat"": ""DL"", ""category"": ""XA"", ""supvname"": ""Abdul Rahman Bin Mohamad Yusub"", ""workcell"": ""KEYSIGHT"", ""costcenter"": ""712008"", ""department"": ""MF00"", ""shiftgroup"": ""G27.C""}",56
1940,a7a07293-fab6-4efe-88b2-b1ab05f82405,NML02968,[],[],3825,3826,2021-03-25 17:00:37,2021-04-24 13:10:30,"{""dept"": ""MFG"", ""name"": ""Hershel Lehner"", ""shift"": ""Group 2"", ""title"": ""NML02968"", ""supvid"": ""01532423"", ""daytype"": ""Regular"", ""job cat"": ""DL"", ""category"": ""XA"", ""supvname"": ""Sanita Binti Jauhari Ponnambalam"", ""workcell"": ""KEYSIGHT"", ""costcenter"": ""712008"", ""department"": ""MF00"", ""shiftgroup"": ""G61.C""}",56
